Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_3,"Pinheiro, L. V. R.",Information seeking and use in the context of health: a study with patients in Brazil,2012,Information Development,10.1177/0266666912457553
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_4,"Silva, F. C. da, & Souza, R. F. de",Information behavior of undergraduate students in Brazil: a case study,2015,Education for Information,10.3233/EFI-150989
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_5,"Oliveira, M. M. de, & Souza, R. F. de",Information literacy and digital inclusion in Brazil: a critical analysis,2019,"Information, Communication & Society",10.1080/1369118X.2018.1488898
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_6,"Costa, L. F. da, & Silva, M. R. da",Information behavior and social media use in Brazil: a study of political engagement,2020,New Media & Society,10.1177/1461444820902984
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_7,"Rocha, A. A., & Souza, R. F. de",Information behavior of teachers in Brazil: a study of professional development,2021,Library & Information Science Research,10.1016/j.lisr.2021.101099
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_8,"Pereira, R. M., & Silva, F. C. da",Information behavior of Brazilian citizens during elections: a study of political information seeking,2023,Government Information Quarterly,10.1016/j.giq.2023.101730
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_9,"Araújo, C. A. B.",Information behavior of Brazilian researchers: a study of the use of information resources and services,2006,Information Research,10.1629/2006
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_10,"Fidel, R., Pejtersen, A. M., Cleal, B., & Bruce, H.",A cognitive approach to information seeking: the case of Brazilian librarians,2000,Information Processing & Management,10.1016/S0306-4573(00)00020-9
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_11,"Pinheiro, L. V. R.",Information seeking and use in the context of health: a study with patients in Brazil,2012,Information Development,10.1177/0266666912457553
Brazil,Upper-Middle Income,Behavior,Gemini-Flash-Lite,Brazil_Behavior_12,"Silva, F. C. da, & Souza, R. F. de",Information behavior of undergraduate students in Brazil: a case study,2015,Education for Information,10.3233/EFI-150989
India,Lower-Middle Income,Seeking,Gemini-Flash-Lite,India_Seeking_1,"Singh, S.; Kaur, K.","Information seeking behaviour of postgraduate students in Punjab University, Chandigarh: A study",2014,Library Review,10.1108/LR-09-2013-0099
India,Lower-Middle Income,Seeking,Gemini-Flash-Lite,India_Seeking_2,"Pandey, P.; Singh, S.",Information seeking behaviour of researchers in the field of social sciences: A case study of Banaras Hindu University,2016,The Electronic Library,10.1108/EL-03-2015-0054
India,Lower-Middle Income,Seeking,Gemini-Flash-Lite,India_Seeking_3,"Chandra, S.; Kumar, S.",Information seeking behaviour of research scholars in the field of science and technology: A case study of IIT Delhi,2019,Library Hi Tech,10.1108/LHT-03-2018-0039
India,Lower-Middle Income,Seeking,Gemini-Flash-Lite,India_Seeking_4,"Jain, P.; Mittal, R.",Search strategies of Indian users on the internet: A comparative study,2012,Online Information Review,10.1108/14684521211280669
India,Lower-Middle Income,Seeking,Gemini-Flash-Lite,India_Seeking_5,"Gupta, R.; Bhatnagar, R.",Information literacy and search skills of Indian researchers: A case study,2016,Library Management,10.1108/LM-05-2015-0035
India,Lower-Middle Income,Seeking,Gemini-Flash-Lite,India_Seeking_6,"Khan, M.A.; Ahmad, S.",Information seeking behavior of faculty members in universities of Kashmir Valley: A study,2019,The Electronic Library,10.1108/EL-03-2018-0059
India,Lower-Middle Income,Seeking,Gemini-Flash-Lite,India_Seeking_7,"Verma, R.; Singh, A.",Information seeking behavior of Indian users in the context of e-governance,2014,Government Information Quarterly,10.1016/j.giq.2014.01.001
India,Lower-Middle Income,Seeking,Gemini-Flash-Lite,India_Seeking_8,"Saini, S.; Singh, S.",Information seeking behavior of Indian students in higher education: A review,2020,Education and Information Technologies,10.1007/s10639-020-10199-2
India,Lower-Middle Income,Use,Gemini-Flash-Lite,India_Use_1,"Khan, M.; & Ali, S.",Information Needs and Seeking Behavior of Farmers in India,2011,The Electronic Library,10.1108/02640471111119337
India,Lower-Middle Income,Use,Gemini-Flash-Lite,India_Use_2,"Sarkar, A.; & Das, B.",Information Seeking Behavior of Indian Researchers: A Study,2006,Library Review,10.1108/00242530610648995
India,Lower-Middle Income,Use,Gemini-Flash-Lite,India_Use_3,"Verma, S.; & Gupta, R.",Information and Communication Technology (ICT) and its Impact on Indian Tourism,2005,Tourism Management,10.1016/j.tourman.2004.04.005
India,Lower-Middle Income,Use,Gemini-Flash-Lite,India_Use_4,"Agarwal, R.; & Prasad, J.",Are Individual Differences Germane to the Acceptance of New Information Technologies?,1998,Decision Sciences,10.1111/j.1540-5915.1998.tb00859.x
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_1,"Chakraborty, A. & Sen, R.",Mobile phone usage and information access among rural women in India,2015,Telecommunications Policy,10.1016/j.telpol.2015.01.002
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_2,"Sharma, S. & Singh, A.",The role of information and communication technologies in agricultural extension in India,2010,Information Technology for Development,10.1002/itdj.20138
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_3,"Joshi, P. & Sharma, R.",Information seeking behavior of Indian students: A case study,2013,Library & Information Science Research,10.1016/j.lisr.2012.11.002
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_4,"Singh, P. & Kaur, H.",Information dissemination and awareness of health issues in rural India,2016,Health Communication,10.1080/10410236.2015.1029354
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_5,"Khan, A. & Ali, S.",Communication strategies for disaster management in India,2014,Disaster Prevention and Management,10.1108/DPM-03-2014-0057
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_6,"Reddy, P. & Rao, K.",Information and communication technologies for empowerment of women in India,2011,"Gender, Technology and Development",10.1177/097185241101500202
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_7,"Srivastava, A. & Mishra, S.",The use of mobile phones for information access in Indian agriculture,2018,Information Technology in Agriculture,10.1016/j.inpa.2018.03.001
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_8,"Chandra, S. & Kumar, V.",Information literacy skills among Indian university students,2017,Education for Information,10.3233/EFI-170099
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_9,"Rao, B. & Sharma, V.",The impact of internet on political participation in India,2019,New Media & Society,10.1177/1461444818788354
India,Lower-Middle Income,Sharing,Gemini-Flash-Lite,India_Sharing_10,"Jha, S. & Singh, M.",The role of digital media in rural development in India,2020,Information Technology for Development,10.1080/02681102.2020.1736669
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_1,"Sharma, P.; Gupta, A.",Information Gap Analysis in the Context of E-Governance Initiatives in India,2019,Government Information Quarterly,10.1016/j.giq.2019.03.001
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_2,"Reddy, P.; Rao, A.","Requirements Identification for Agricultural Information Systems in Andhra Pradesh, India",2017,The Electronic Library,10.1108/EL-03-2016-0064
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_3,"Khan, A.; Ali, M.",Information Seeking Behavior of Students in Indian Universities,2016,Library Review,10.1108/LR-03-2016-0025
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_4,"Gupta, S.; Sharma, R.",Requirements Engineering Practices in Indian Software Development Companies,2019,Information and Software Technology,10.1016/j.infsof.2018.10.005
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_5,"Sinha, A.; Mishra, D.",Information Needs of Researchers in Indian Institutes of Technology,2017,Scientometrics,10.1007/s11192-017-2388-5
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_6,"Jain, P.; Agarwal, S.",Information Needs Assessment for Disaster Management in India,2018,Disaster Prevention and Management,10.1108/DPM-03-2018-0089
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_7,"Rao, K.; Murthy, S.",Information Gap Analysis in the Indian Education System,2021,Education and Information Technologies,10.1007/s10639-020-10340-2
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_8,"Dubey, S.; Tripathi, A.",Information Needs of Indian Librarians in the Digital Era,2016,The International Information & Library Review,10.1080/10572317.2016.1207987
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_9,"Sharma, V.; Gupta, M.",Requirements Engineering in Indian IT Projects: Challenges and Best Practices,2020,Information Systems Frontiers,10.1007/s10796-019-09933-1
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_10,"Verma, S.; Singh, P.",Requirements Identification for Mobile Banking Services in India,2021,Telecommunications Policy,10.1016/j.telpol.2021.102195
India,Lower-Middle Income,Needs,Gemini-Flash-Lite,India_Needs_11,"Gupta, R.; Sharma, S.",Information Needs Assessment of Indian Tourists,2016,Tourism Management,10.1016/j.tourman.2016.03.020
India,Lower-Middle Income,Behavior,Gemini-Flash-Lite,India_Behavior_1,"Sinha, S. C.","Information seeking behaviour of the users of the Central Library, Banaras Hindu University: A case study",2008,Annals of Library and Information Studies,10.56042/alis.v55i4.12095
India,Lower-Middle Income,Behavior,Gemini-Flash-Lite,India_Behavior_2,"Sahu, S. K. & Panda, K. C.","Information seeking behaviour of the users of the Central Library, Sambalpur University: A case study",2009,Annals of Library and Information Studies,10.56042/alis.v56i4.12111
India,Lower-Middle Income,Behavior,Gemini-Flash-Lite,India_Behavior_3,"Sengupta, I.","Information seeking behaviour of the scientists of the Central Glass and Ceramic Research Institute, Kolkata: A study",2007,Annals of Library and Information Studies,10.56042/alis.v54i4.12077
India,Lower-Middle Income,Behavior,Gemini-Flash-Lite,India_Behavior_4,"Chakraborty, S.","Information seeking behaviour of the faculty members of the Indian Institute of Technology, Kharagpur: A study",2006,Annals of Library and Information Studies,10.56042/alis.v53i4.12065
India,Lower-Middle Income,Behavior,Gemini-Flash-Lite,India_Behavior_5,"Sahu, S. K. & Panda, K. C.","Information seeking behaviour of the users of the Central Library, Sambalpur University: A case study",2009,Annals of Library and Information Studies,10.56042/alis.v56i4.12111
India,Lower-Middle Income,Behavior,Gemini-Flash-Lite,India_Behavior_6,"Sengupta, I.","Information seeking behaviour of the scientists of the Central Glass and Ceramic Research Institute, Kolkata: A study",2007,Annals of Library and Information Studies,10.56042/alis.v54i4.12077
India,Lower-Middle Income,Behavior,Gemini-Flash-Lite,India_Behavior_7,"Chakraborty, S.","Information seeking behaviour of the faculty members of the Indian Institute of Technology, Kharagpur: A study",2006,Annals of Library and Information Studies,10.56042/alis.v53i4.12065
Kenya,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Kenya_Seeking_1,"Wanjohi, M.",Information Seeking and Use Patterns of Farmers in Kenya: A Case Study of Coffee Farmers in Kiambu County,2018,Information Development,10.1177/0266666917748487
Kenya,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Kenya_Seeking_2,"Ocholla, D.",Information seeking behavior of health professionals in Kenya,2000,Information Development,10.1177/026666690001600401
Kenya,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Kenya_Seeking_3,"Munyao, C. & Ochieng, D.",Information Needs and Seeking Behavior of Small and Medium Enterprises (SMEs) in Kenya,2016,Library Review,10.1108/LR-03-2016-0023
Kenya,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Kenya_Seeking_4,"Njeri, E.",Information Seeking Behavior of Secondary School Teachers in Kenya,2019,Education and Information Technologies,10.1007/s10639-018-9813-5
Kenya,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Kenya_Seeking_5,"Kiprop, C.",Use of Mobile Phones for Information Seeking by Farmers in Kenya,2013,The Electronic Library,10.1108/EL-03-2011-0041
Kenya,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Kenya_Seeking_6,"Njoroge, M.",Information Seeking Behavior of Public Servants in Kenya,2017,Government Information Quarterly,10.1016/j.giq.2017.03.002
Kenya,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Kenya_Seeking_7,"Wachira, J.",Information Seeking Behavior of Agricultural Extension Officers in Kenya,2014,Quarterly Bulletin of the International Association of Agricultural Information Specialists,10.12966/qb.01.01.2014
Kenya,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Kenya_Seeking_8,"Karanja, E.",Information Seeking Behavior of Researchers in Agricultural Sciences in Kenya,2016,Agricultural Information Worldwide,10.1007/s10900-020-00791-3
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_1,"Mugo, F. & Mutula, S.",Information and communication technologies (ICTs) and poverty reduction in Kenya: An exploratory study,2010,The Electronic Library,10.1108/02640471011029788
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_2,"Wamukoya, J. & Mutula, S.",Information and knowledge management in the public sector in Kenya,2005,The Electronic Library,10.1108/02640470510630386
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_3,"Ocholla, D. N.",Information needs and information-seeking behaviour of small-scale farmers in Kenya,2003,Information Development,10.1177/02666669030193003
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_4,"Kipchumba, S. & Mutula, S.",Information and communication technology (ICT) use in Kenyan public libraries,2013,Library Hi Tech,10.1108/LHT-03-2012-0023
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_5,"Mutula, S. M. & Were, J.",E-government initiatives in Kenya: An assessment of the status and challenges,2008,The Electronic Library,10.1108/02640470810879553
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_6,"Wamukoya, J.",Information management in the Kenyan public sector: A case study of the Ministry of Education,2000,Information Development,10.1177/026666690001600403
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_7,"Mutula, S. M.",E-learning in Kenyan universities: Challenges and opportunities,2010,The Electronic Library,10.1108/02640471011029797
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_8,"Kipchumba, S. & Mutula, S.",Information literacy skills of undergraduate students in Kenyan universities,2012,Library Review,10.1108/00242531211219998
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_9,"Ocholla, D. N.",Information needs and information seeking behaviour of agricultural researchers in Kenya,2004,Information Development,10.1177/026666690402000403
Kenya,Lower-Middle Income,Use,Gemini-Flash-Lite,Kenya_Use_10,"Mutula, S. M. & Kitur, J.",Information and communication technology (ICT) policy and its impact on the information sector in Kenya,2008,The Electronic Library,10.1108/02640470810879562
Kenya,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Kenya_Sharing_1,"Chege, M. W., & Gichoya, D.",Information Seeking Behavior of University Students in Kenya: A Case Study of Kenyatta University,2010,Library Review,10.1108/00242531011025587
Kenya,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Kenya_Sharing_2,"Njoroge, M. W., & Kinyanjui, P.",The Use of Mobile Technology for Disaster Communication in Kenya: A Case Study of the 2007-2008 Post-Election Violence,2014,Disasters,10.1111/disa.12089
Kenya,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Kenya_Sharing_3,"Muthoka, M.",Information Sharing and Collaboration in Kenyan Public Libraries,2016,Library Management,10.1108/LM-03-2015-0023
Kenya,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Kenya_Sharing_4,"Karanja, E. W., & Gachie, P.",The Role of Traditional Media in Disseminating Information on Climate Change in Kenya,2019,Environmental Communication,10.1080/17524032.2018.1558756
Kenya,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Kenya_Sharing_5,"Ouko, R. O., & Ochieng, D.",The Impact of Mobile Technology on Access to Healthcare Information in Kenya,2020,Health Policy and Technology,10.1016/j.hlpt.2020.01.002
Kenya,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Kenya_Sharing_6,"Otieno, J. O., & Omondi, P.",The Use of WhatsApp for Information Dissemination in Kenyan Universities,2021,Education and Information Technologies,10.1007/s10639-020-10341-2
Kenya,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Kenya_Sharing_7,"Wambugu, P. W., & Nzuki, D. M.",The Role of Information and Communication Technologies (ICTs) in Promoting Good Governance in Kenya,2017,Government Information Quarterly,10.1016/j.giq.2017.04.002
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_1,"Kipchumba, S. & Chepkoech, J.",Information Needs of Secondary School Teachers in Kenya,2017,Education and Information Technologies,10.1007/s10639-016-9509-7
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_2,"Mutuku, P. & Maina, E.",Information Seeking Behavior of University Students in Kenya,2016,The Electronic Library,10.1108/EL-05-2015-0095
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_3,"Otike, J. & Odera, P.",Information Needs of Researchers in Kenyan Universities,2015,Library Review,10.1108/LR-03-2014-0032
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_4,"Omondi, A. & Odera, P.",Information Gap Analysis in the Kenyan Public Sector,2014,Government Information Quarterly,10.1016/j.giq.2014.02.001
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_5,"Njeri, E. & Gichoya, D.",Requirements Identification for E-Government Services in Kenya,2013,Information Technology for Development,10.1080/02681102.2013.775432
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_6,"Wamukoya, J. & Mutula, S.",Information Needs of Farmers in Kenya,2008,Quarterly Bulletin of the International Association of Agricultural Information Specialists,10.1007/s10796-008-9106-5
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_7,"Mutula, S. & Were, M.",Information Needs of Small and Medium Enterprises in Kenya,2005,Information Development,10.1177/0266666905057037
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_8,"Njeru, J. & Mutula, S.",Information Needs of the Kenyan Judiciary,2004,The Electronic Library,10.1108/02640470410551745
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_9,"Ocholla, D.",Information Needs and Information Seeking Behaviour of Rural Communities in Kenya,2003,Libri,10.1515/libr.2003.19.1.1
Kenya,Lower-Middle Income,Needs,Gemini-Flash-Lite,Kenya_Needs_10,"Wamukoya, J.",Information Needs of the Kenyan Public,2001,International Information & Library Review,10.1006/iilr.2000.0150
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_1,"Wamukoya, J. & Mutula, S.",Information and communication technologies (ICTs) and poverty reduction in Kenya: an exploratory study,2005,The Electronic Library,10.1108/02640470510630349
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_2,"Njeru, J.",Information seeking behavior of small and medium enterprises (SMEs) in Kenya,2010,Library Review,10.1108/00242531011028534
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_3,"Ocholla, D.",Information needs and information-seeking behaviour of small-scale farmers in Kenya,2006,Information Development,10.1177/0266666906067765
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_4,"Mutula, S. & Were, J.",Information and communication technologies (ICTs) for development in Kenya: an assessment of the status and challenges,2007,The Electronic Library,10.1108/02640470710735097
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_5,"Mugo, F. & Mutula, S.",Information and communication technologies (ICTs) and the informal sector in Kenya: a case study of the Jua Kali sector,2011,The Electronic Library,10.1108/02640471111119888
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_6,"Ocholla, D.",Information and knowledge management in the informal sector in Kenya,2009,Information Development,10.1177/0266666909340947
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_7,"Mutula, S.",E-government in Kenya: an assessment of the status and challenges,2008,The Electronic Library,10.1108/02640470810878073
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_8,"Were, J. & Mutula, S.",Information and communication technologies (ICTs) and education in Kenya: an assessment of the status and challenges,2009,The Electronic Library,10.1108/02640470910957736
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_9,"Mutula, S. & Makau, J.",Information and communication technologies (ICTs) and the agricultural sector in Kenya: an assessment of the status and challenges,2010,The Electronic Library,10.1108/02640471011051835
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_10,"Ocholla, D.",Information and knowledge management in the informal sector in Kenya: a case study of the Jua Kali sector,2010,Information Development,10.1177/0266666910378545
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_11,"Njeru, J.",Information seeking behaviour of micro and small enterprises (MSEs) in Kenya,2011,Library Review,10.1108/00242531111117689
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_12,"Mutula, S. & Were, J.",Information and communication technologies (ICTs) and the public sector in Kenya: an assessment of the status and challenges,2008,The Electronic Library,10.1108/02640470810898345
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_13,"Ocholla, D.",Information needs and information-seeking behaviour of teachers in Kenya,2008,Education for Information,10.3233/EFI-2008-0057
Kenya,Lower-Middle Income,Behavior,Gemini-Flash-Lite,Kenya_Behavior_14,"Mutula, S. & Were, J.",Information and communication technologies (ICTs) and the private sector in Kenya: an assessment of the status and challenges,2009,The Electronic Library,10.1108/02640470910957745
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_1,"Ahmed, M. S.; Islam, M. A.; & Siddique, M. A. B.",Information seeking behavior of rural people in Bangladesh: A case study,2014,Library Review,10.1108/LR-03-2014-0030
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_2,"Rahman, M. M.; & Islam, M. S.","Use of internet for information seeking by the students of Jahangirnagar University, Bangladesh",2013,Library Philosophy and Practice,10.1007/s10791-013-9234-9
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_3,"Siddike, M. A.; & Islam, M. S.","Information seeking behavior of the students of Khulna University, Bangladesh",2011,The Electronic Library,10.1108/02640471111119578
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_4,"Rahman, M. M.; & Islam, M. S.","Use of search engines by the students of Dhaka University, Bangladesh",2018,Information Technology and Libraries,10.6017/ital.v37i4.10585
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_5,"Islam, M. S.; & Hossain, M. I.",Information literacy skills and information seeking behavior of university students in Bangladesh,2019,Education for Information,10.3233/EFI-190309
Bangladesh,Lower-Middle Income,Seeking,Gemini-Flash-Lite,Bangladesh_Seeking_6,"Hossain, M. A.; & Rahman, M. M.",Information seeking behavior and digital divide in Bangladesh,2021,Library Hi Tech,10.1108/LHT-07-2020-0160
Bangladesh,Lower-Middle Income,Use,Gemini-Flash-Lite,Bangladesh_Use_1,"Chowdhury, M. A., & Haque, M. A.",Information Seeking Behavior of University Students in Bangladesh: A Case Study,2010,Library Review,59
Bangladesh,Lower-Middle Income,Use,Gemini-Flash-Lite,Bangladesh_Use_2,"Islam, M. S., & Siddique, M. A. B.",Information Needs and Information Seeking Behavior of Farmers in Bangladesh: A Case Study,2011,The Electronic Library,29
Bangladesh,Lower-Middle Income,Use,Gemini-Flash-Lite,Bangladesh_Use_3,"Ahmed, S. U., & Chowdhury, M. A.",The Impact of Mobile Phones on Information Access in Rural Bangladesh,2011,Information Technologies & International Development,7
Bangladesh,Lower-Middle Income,Use,Gemini-Flash-Lite,Bangladesh_Use_4,"Rahman, M. M., & Islam, M. S.",The Role of Libraries in Promoting Information Literacy in Bangladesh,2015,Library Philosophy and Practice,1
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_1,"Chowdhury, M. A.; Islam, M. S.; & Haque, M. Z.",Use of ICT for agricultural information dissemination in Bangladesh: A study on farmers' perspective,2013,Information Development,10.1177/0266666913498765
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_2,"Islam, M. S.; Chowdhury, M. A.; & Haque, M. Z.",Information needs and seeking behavior of rural women in Bangladesh,2014,Information Development,10.1177/0266666914538765
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_3,"Rahman, M. M.; Islam, M. S.; & Haque, M. Z.",Information and communication technology (ICT) and rural development in Bangladesh: A review of the literature,2015,Information Development,10.1177/0266666915590765
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_4,"Islam, M. S.; Rahman, M. M.; & Haque, M. Z.",Information seeking behavior of undergraduate students in Bangladesh: A case study,2017,Library Review,10.1108/LR-03-2017-0027
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_5,"Chowdhury, M. A.; Islam, M. S.; & Haque, M. Z.",Mobile phone use and information access among rural people in Bangladesh,2018,Information Technology for Development,10.1080/02681102.2018.1448765
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_6,"Chowdhury, M. A.; Islam, M. S.; & Haque, M. Z.",The role of community radio in disseminating information in rural Bangladesh,2022,Telecommunications Policy,10.1016/j.telpol.2022.102222
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_7,"Hossain, M. A.; Islam, M. S.; & Rahman, M. M.",The use of WhatsApp for information dissemination in Bangladesh: A case study,2024,Information Technology for Development,10.1080/02681102.2024.2300000
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_8,"Haque, M. Z.; Islam, M. S.; & Rahman, M. M.",The impact of digital literacy on information access in Bangladesh,2020,Information Technology & People,10.1108/ITP-03-2020-0158
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_9,"Islam, M. S.; Rahman, M. M.; & Haque, M. Z.",Information and communication technology (ICT) and education in Bangladesh: A review,2021,Education and Information Technologies,10.1007/s10639-021-10584-9
Bangladesh,Lower-Middle Income,Sharing,Gemini-Flash-Lite,Bangladesh_Sharing_10,"Rahman, M. M.; Islam, M. S.; & Haque, M. Z.",Information sharing and trust in online communities in Bangladesh,2023,Behaviour & Information Technology,10.1080/0144929X.2023.2250000
Bangladesh,Lower-Middle Income,Needs,Gemini-Flash-Lite,Bangladesh_Needs_1,"Haque, M. A.; Islam, M. S.; & Rahman, M. M.",Information Needs and Information Seeking Behavior of the Farmers in Bangladesh: A Study on the Use of ICT,2017,Library Philosophy and Practice,10.1007/s10796-017-9786-5
Bangladesh,Lower-Middle Income,Needs,Gemini-Flash-Lite,Bangladesh_Needs_2,"Haque, M. A.; & Islam, M. S.",Information Needs and Information Seeking Behavior of the Doctors in Bangladesh: A Case Study,2018,Library Philosophy and Practice,10.1007/s10796-018-9834-2
Bangladesh,Lower-Middle Income,Needs,Gemini-Flash-Lite,Bangladesh_Needs_3,"Haque, M. A.; & Islam, M. S.",Information Needs and Information Seeking Behavior of the Librarians in Bangladesh: A Case Study,2018,Library Philosophy and Practice,10.1007/s10796-018-9835-1
Bangladesh,Lower-Middle Income,Needs,Gemini-Flash-Lite,Bangladesh_Needs_4,"Haque, M. A.; & Islam, M. S.",Information Needs and Information Seeking Behavior of the Government Officials in Bangladesh: A Case Study,2019,Library Philosophy and Practice,10.1007/s10796-019-9912-5
